st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2014-07-13 14:01:00;2014-07-13 17:21:00;200;4.8;17.1;11.3;2014-07-13 14:01:00;2014-07-13 15:09:00;68;6.2;29.7;18.4;2014-07-13 14:09:00;2014-07-13 15:10:00;61;4.7;17.9;10.7;2014-07-13 14:11:00;2014-07-13 15:10:00;59;4.6;23.8;9.5;2014-07-13 14:19:00;2014-07-13 15:10:00;51;4.2;25.4;9.9;2014-07-13 14:09:00;2014-07-13 15:43:00;94;4.7;18.6;11.1;2014-07-13 14:11:00;2014-07-13 15:09:00;58;4.7;24.9;9.8;NA;NA;NA;NA;NA;NA
2014-07-21 16:04:00;2014-07-22 01:49:00;585;13.5;17.3;12;2014-07-21 17:18:00;2014-07-22;402;11.3;42.2;14.4;2014-07-21 17:20:00;2014-07-21 23:42:00;382;13;23.8;10.2;2014-07-21 16:18:00;2014-07-22 01:22:00;544;11.9;30.2;14.3;2014-07-21 16:16:00;2014-07-21 23:39:00;443;18.6;50.7;18.2;2014-07-21 17:14:00;2014-07-21 23:39:00;385;13.2;25.1;9.9;2014-07-21 16:54:00;2014-07-22 00:06:00;432;13.2;37.9;15.5;NA;NA;NA;NA;NA;NA
2014-07-26 22:55:00;2014-07-26 23:42:00;47;0.7;7;4.1;2014-07-26 23:00:00;2014-07-26 23:42:00;42;2.2;35.6;12.5;NA;NA;NA;NA;NA;NA;2014-07-26 22:58:00;2014-07-26 23:10:00;12;1.1;17.8;6.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-07-26 22:58:00;2014-07-26 23:08:00;10;1;12.7;6.2;NA;NA;NA;NA;NA;NA
2014-07-27 18:23:00;2014-07-27 20:11:00;108;2.1;11;8.7;2014-07-27 18:29:00;2014-07-27 18:51:00;22;5.5;41.9;27.4;2014-07-27 18:34:00;2014-07-27 18:37:00;3;0.1;6;0.6;2014-07-27 18:26:00;2014-07-27 18:50:00;24;3.3;29.9;15.5;2014-07-27 18:41:00;2014-07-27 18:44:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA;2014-07-27 18:26:00;2014-07-27 18:49:00;23;3.4;25.1;16.1;NA;NA;NA;NA;NA;NA
2014-07-29 16:47:00;2014-07-29 18:21:00;94;1.2;9.1;6.5;2014-07-29 16:52:00;2014-07-29 17:08:00;16;4;47.8;22.6;NA;NA;NA;NA;NA;NA;2014-07-29 16:49:00;2014-07-29 17:03:00;14;1.7;29.9;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-07-29 16:50:00;2014-07-29 17:08:00;18;1.7;24.7;9.3;NA;NA;NA;NA;NA;NA
2014-07-30 16:23:00;2014-07-30 20:19:00;236;1.7;4;1.5;2014-07-30 16:52:00;2014-07-30 19:19:00;147;2.4;5.9;2.4;2014-07-30 16:27:00;2014-07-30 18:32:00;125;3.2;6;4.2;2014-07-30 16:48:00;2014-07-30 18:37:00;109;1.4;5.8;1.7;2014-07-30 16:40:00;2014-07-30 18:46:00;126;2;6;2.4;NA;NA;NA;NA;NA;NA;2014-07-30 16:55:00;2014-07-30 18:39:00;104;1.5;6.4;2.5;NA;NA;NA;NA;NA;NA
2014-08-11 02:26:00;2014-08-11 14:43:00;737;7.8;6;4.3;2014-08-11 02:31:00;2014-08-11 12:36:00;605;7.7;5.9;4.2;2014-08-11 02:30:00;2014-08-11 12:30:00;600;8;6;4.8;2014-08-11 02:26:00;2014-08-11 12:31:00;605;7.3;5.8;4.1;2014-08-11 02:31:00;2014-08-11 12:31:00;600;7.6;6.1;3.6;2014-08-11 02:30:00;2014-08-11 12:49:00;619;8.2;6.1;5.5;2014-08-11 02:33:00;2014-08-11 12:32:00;599;8.1;6.4;4.9;NA;NA;NA;NA;NA;NA
2014-08-14 15:10:00;2014-08-14 17:11:00;121;5.4;41.3;26.6;2014-08-14 15:26:00;2014-08-14 15:41:00;15;1.7;17.8;9.5;2014-08-14 15:17:00;2014-08-14 15:38:00;21;6.8;76.7;34.7;2014-08-14 15:20:00;2014-08-14 15:38:00;18;5.6;69.1;31.3;2014-08-14 15:10:00;2014-08-14 15:38:00;28;6;56.8;25.3;2014-08-14 15:17:00;2014-08-14 15:37:00;20;6.8;85.4;36.1;2014-08-14 15:21:00;2014-08-14 15:37:00;16;5.6;71.2;31.7;NA;NA;NA;NA;NA;NA
2014-08-15 14:51:00;2014-08-15 16:55:00;124;2.1;16.3;10.7;2014-08-15 14:51:00;2014-08-15 15:27:00;36;1.9;17.8;7.7;2014-08-15 15:12:00;2014-08-15 15:56:00;44;1.9;24;10.2;2014-08-15 15:15:00;2014-08-15 15:54:00;39;1.7;23.9;9.5;2014-08-15 15:11:00;2014-08-15 15:41:00;30;3.2;44.3;18.3;2014-08-15 15:11:00;2014-08-15 15:54:00;43;2;25.4;10.5;2014-08-15 15:15:00;2014-08-15 16:04:00;49;1.8;24.8;9.2;NA;NA;NA;NA;NA;NA
2014-08-16 05:31:00;2014-08-16 08:10:00;159;1;4;1.9;2014-08-16 05:34:00;2014-08-16 06:57:00;83;1;5.9;3;2014-08-16 05:38:00;2014-08-16 07:01:00;83;0.9;6;1.8;2014-08-16 05:35:00;2014-08-16 07:31:00;116;1.1;5.8;2.3;2014-08-16 06:22:00;2014-08-16 07:43:00;81;1;12.1;2.4;2014-08-16 05:34:00;2014-08-16 07:01:00;87;0.9;6.1;2.4;2014-08-16 05:39:00;2014-08-16 08:10:00;151;1.2;6.4;3.1;NA;NA;NA;NA;NA;NA
2014-08-16 14:27:00;2014-08-16 16:55:00;148;5.1;26.8;15;2014-08-16 14:27:00;2014-08-16 15:15:00;48;8.7;17.8;16;2014-08-16 14:36:00;2014-08-16 15:08:00;32;2.3;24;9;2014-08-16 14:32:00;2014-08-16 15:15:00;43;7.3;49.2;24.8;2014-08-16 14:37:00;2014-08-16 15:08:00;31;2.9;18.9;9.3;2014-08-16 14:36:00;2014-08-16 15:07:00;31;2.2;19;8.6;2014-08-16 14:33:00;2014-08-16 15:11:00;38;7.3;50.7;24.4;NA;NA;NA;NA;NA;NA
2014-08-26 05:11:00;2014-08-26 14:01:00;530;4.8;6;3.5;2014-08-26 05:18:00;2014-08-26 12:13:00;415;4.4;5.9;3.6;2014-08-26 05:16:00;2014-08-26 12:17:00;421;5.2;6;4.2;2014-08-26 05:24:00;2014-08-26 12:17:00;413;4.1;5.8;3.5;2014-08-26 05:22:00;2014-08-26 12:26:00;424;5.2;6;3.6;2014-08-26 05:11:00;2014-08-26 12:14:00;423;5.1;6.1;3.6;2014-08-26 05:26:00;2014-08-26 12:16:00;410;4.8;6.4;3.7;NA;NA;NA;NA;NA;NA
2014-08-26 14:11:00;2014-08-26 16:31:00;140;0.7;3;1.3;2014-08-26 14:13:00;2014-08-26 14:53:00;40;0.6;5.9;1.8;2014-08-26 14:11:00;2014-08-26 14:51:00;40;0.9;6;2.4;2014-08-26 14:22:00;2014-08-26 15:19:00;57;0.4;5.8;1.2;2014-08-26 14:14:00;2014-08-26 14:59:00;45;0.6;5.9;1.2;2014-08-26 14:11:00;2014-08-26 15:12:00;61;1;12.2;2.4;2014-08-26 14:17:00;2014-08-26 14:56:00;39;0.4;6.4;1.3;NA;NA;NA;NA;NA;NA
2014-08-26 22:17:00;2014-08-27 09:01:00;644;9;6;3.5;2014-08-26 22:25:00;2014-08-27 07:50:00;565;8.5;5.9;3.6;2014-08-26 22:17:00;2014-08-27 06:44:00;507;9.3;6;4.2;2014-08-26 22:29:00;2014-08-27 06:45:00;496;7.6;5.8;2.9;2014-08-26 22:24:00;2014-08-27 06:48:00;504;9.3;6;4.2;2014-08-26 22:30:00;2014-08-27 06:59:00;509;9.5;6.1;4.3;2014-08-26 22:26:00;2014-08-27 06:44:00;498;9.6;6.4;3.7;NA;NA;NA;NA;NA;NA
2014-08-29 14:59:00;2014-08-29 17:25:00;146;4;26.9;17.9;2014-08-29 15:06:00;2014-08-29 15:28:00;22;3.1;23.8;14.3;2014-08-29 15:02:00;2014-08-29 15:35:00;33;5.2;36.7;23.6;2014-08-29 15:06:00;2014-08-29 15:27:00;21;4.5;36.4;21.6;2014-08-29 15:03:00;2014-08-29 15:55:00;52;5.7;50.6;27.8;2014-08-29 15:02:00;2014-08-29 16:48:00;106;5.3;38.8;24.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-08-30 12:40:00;2014-08-30 14:41:00;121;1.3;11.1;4.2;2014-08-30 12:43:00;2014-08-30 13:15:00;32;5;60.4;17.4;2014-08-30 12:57:00;2014-08-30 13:13:00;16;0.4;6;1.8;2014-08-30 12:45:00;2014-08-30 13:15:00;30;1.6;11.8;5.9;2014-08-30 13:04:00;2014-08-30 13:13:00;9;0.3;5.9;1.8;2014-08-30 13:01:00;2014-08-30 13:12:00;11;0.3;6.1;1.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-08-31 08:42:00;2014-08-31 13:53:00;311;2.4;4;1.5;2014-08-31 08:43:00;2014-08-31 12:26:00;223;2.9;5.9;1.8;2014-08-31 08:49:00;2014-08-31 12:50:00;241;3;6;1.8;2014-08-31 08:49:00;2014-08-31 12:28:00;219;2.5;5.8;1.7;2014-08-31 08:42:00;2014-08-31 12:45:00;243;2.9;5.9;2.4;2014-08-31 08:46:00;2014-08-31 12:43:00;237;3.2;6.1;2.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-08-31 19:16:00;2014-08-31 23:25:00;249;1.5;3;1.8;2014-08-31 19:22:00;2014-08-31 23:18:00;236;1.9;5.9;2.4;2014-08-31 19:26:00;2014-08-31 23:04:00;218;1.5;6;1.8;2014-08-31 19:16:00;2014-08-31 23:23:00;247;2;5.8;2.9;2014-08-31 19:25:00;2014-08-31 23:25:00;240;1.7;5.9;2.4;2014-08-31 19:21:00;2014-08-31 23:23:00;242;1.6;6.1;1.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-01 13:57:00;2014-09-02 08:41:00;1124;10.9;4;2;2014-09-01 14:18:00;2014-09-02 07:06:00;1008;12.5;5.9;2.4;2014-09-01 14:19:00;2014-09-02 06:58:00;999;13;6;2.4;2014-09-01 13:58:00;2014-09-02 07:34:00;1056;11.7;5.8;2.3;2014-09-01 14:01:00;2014-09-02 06:49:00;1008;14.4;6;3;2014-09-01 13:57:00;2014-09-02 06:50:00;1013;13.7;6.1;2.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-02 19:58:00;2014-09-03 01:05:00;307;0.6;2;0.5;2014-09-02 20:49:00;2014-09-03 00:06:00;197;0.8;5.9;0.6;2014-09-02 20:10:00;2014-09-02 22:56:00;166;0.7;6;0.6;2014-09-02 20:50:00;2014-09-03 01:05:00;255;0.7;5.8;0.6;2014-09-02 20:29:00;2014-09-02 23:09:00;160;0.8;5.9;0.6;2014-09-02 20:49:00;2014-09-02 23:08:00;139;0.7;6.1;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-08 16:08:00;2014-09-08 19:03:00;175;4.6;30.1;13;2014-09-08 16:10:00;2014-09-08 17:24:00;74;8.6;73.4;27;2014-09-08 16:10:00;2014-09-08 17:30:00;80;4.7;30.5;13.2;2014-09-08 16:15:00;2014-09-08 17:39:00;84;5.2;49.4;19.9;2014-09-08 16:10:00;2014-09-08 17:27:00;77;4.3;44.5;12.5;2014-09-08 16:10:00;2014-09-08 17:21:00;71;4.6;38.7;13.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-08 20:39:00;2014-09-08 23:07:00;148;1.5;9.2;6.8;2014-09-08 20:39:00;2014-09-08 21:19:00;40;0.4;5.9;1.2;2014-09-08 20:56:00;2014-09-08 23:06:00;130;2.4;17.9;11.9;2014-09-08 21:07:00;2014-09-08 21:44:00;37;1.3;17.8;6.5;2014-09-08 20:54:00;2014-09-08 21:40:00;46;2.8;19;11.2;2014-09-08 20:54:00;2014-09-08 21:43:00;49;2.5;18.5;11.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-11 15:52:00;2014-09-12 12:01:00;1209;18;12.1;6.7;2014-09-11 15:52:00;2014-09-12 11:17:00;1165;20.6;17.8;6.5;2014-09-11 16:43:00;2014-09-12 10:31:00;1068;21.4;17.9;8.4;2014-09-11 15:59:00;2014-09-12 11:25:00;1166;20;29.8;10.7;2014-09-11 16:53:00;2014-09-12 11:19:00;1106;23.5;19;8.6;2014-09-11 16:40:00;2014-09-12 11:21:00;1121;22.3;18.4;8.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-12 12:26:00;2014-09-12 20:37:00;491;15.8;50.4;25.4;2014-09-12 12:26:00;2014-09-12 14:17:00;111;19.9;54.2;34;2014-09-12 12:30:00;2014-09-12 14:11:00;101;18.4;63;27.7;2014-09-12 12:27:00;2014-09-12 14:10:00;103;17.5;49.7;30.8;2014-09-12 12:30:00;2014-09-12 14:10:00;100;19.8;77.1;34.9;2014-09-12 12:31:00;2014-09-12 14:12:00;101;19;64.9;28.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-14 03:27:00;2014-09-14 06:53:00;206;1.9;11.3;4.4;2014-09-14 03:34:00;2014-09-14 05:27:00;113;0.9;5.9;1.8;2014-09-14 03:31:00;2014-09-14 05:30:00;119;2.6;12;6.6;2014-09-14 03:29:00;2014-09-14 04:54:00;85;1.5;11.7;2.9;2014-09-14 03:29:00;2014-09-14 05:12:00;103;3.7;31.8;10;2014-09-14 03:31:00;2014-09-14 05:01:00;90;2.6;12.4;6.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-14 11:33:00;2014-09-14 14:49:00;196;0.9;6.1;1.5;2014-09-14 11:39:00;2014-09-14 13:36:00;117;1.6;11.9;3.6;2014-09-14 11:42:00;2014-09-14 13:03:00;81;0.9;12;2.4;2014-09-14 11:39:00;2014-09-14 13:15:00;96;0.8;5.8;1.7;2014-09-14 11:34:00;2014-09-14 12:56:00;82;1.2;12.6;4.3;2014-09-14 11:33:00;2014-09-14 13:16:00;103;1;12.2;2.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-14 16:42:00;2014-09-14 22:41:00;359;6.2;11;8.8;2014-09-14 16:42:00;2014-09-14 22:20:00;338;7.1;23.8;12.5;2014-09-14 17:12:00;2014-09-14 20:35:00;203;7.2;17.9;10.2;2014-09-14 16:49:00;2014-09-14 21:50:00;301;7.7;23.9;14.2;2014-09-14 16:44:00;2014-09-14 22:04:00;320;7.6;18.8;10.5;2014-09-14 17:13:00;2014-09-14 19:22:00;129;7.3;18.7;9.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-19 21:59:00;2014-09-20 00:53:00;174;4.8;28.9;20.6;2014-09-19 22:03:00;2014-09-19 22:32:00;29;6.6;48;30.4;2014-09-19 22:00:00;2014-09-19 22:32:00;32;5.3;36.5;24;2014-09-19 22:02:00;2014-09-19 22:35:00;33;5.4;42.7;24.6;2014-09-19 22:01:00;2014-09-19 22:35:00;34;6.2;38.1;28.6;2014-09-19 22:00:00;2014-09-19 22:31:00;31;5.3;45.3;24.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-20 14:55:00;2014-09-20 17:19:00;144;1.7;9.3;6.3;2014-09-20 15:22:00;2014-09-20 16:14:00;52;0.4;5.9;1.2;2014-09-20 15:01:00;2014-09-20 15:28:00;27;1.1;12;4.8;2014-09-20 15:03:00;2014-09-20 15:32:00;29;3.1;24;13.7;2014-09-20 14:55:00;2014-09-20 15:33:00;38;4.6;38.2;23.4;2014-09-20 15:02:00;2014-09-20 15:27:00;25;1;12.1;4.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-21 19:34:00;2014-09-22 02:31:00;417;6.3;8;5.4;2014-09-21 19:34:00;2014-09-22 00:56:00;322;5.5;11.9;5.3;2014-09-21 20:04:00;2014-09-22 00:44:00;280;7.9;17.8;9;2014-09-21 19:38:00;2014-09-22 00:53:00;315;6.8;11.8;5.8;2014-09-21 19:41:00;2014-09-22 00:47:00;306;9.4;18.9;9.9;2014-09-21 19:35:00;2014-09-22 00:44:00;309;8.1;18.8;9.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-09-22 21:14:00;2014-09-23 00:59:00;225;0.7;3;1.1;2014-09-22 21:14:00;2014-09-22 23:41:00;147;0.9;5.9;1.2;2014-09-22 21:53:00;2014-09-22 23:23:00;90;0.8;6;1.8;2014-09-22 21:56:00;2014-09-22 23:39:00;103;0.7;5.8;1.2;2014-09-22 21:22:00;2014-09-22 23:52:00;150;0.9;5.9;1.8;2014-09-22 21:52:00;2014-09-22 23:23:00;91;0.8;6.1;1.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014-10-08 05:38:00;2014-10-08 09:53:00;255;1.9;3.1;1.3;2014-10-08 05:41:00;2014-10-08 08:08:00;147;1.9;5.9;1.2;2014-10-08 05:38:00;2014-10-08 07:58:00;140;2;6;1.8;2014-10-08 05:41:00;2014-10-08 08:08:00;147;1.7;5.8;1.2;2014-10-08 05:40:00;2014-10-08 09:00:00;200;2;5.9;1.8;2014-10-08 05:39:00;2014-10-08 07:55:00;136;2;6.1;1.8;2014-10-08 05:38:00;2014-10-08 08:09:00;151;2;6.4;1.3;NA;NA;NA;NA;NA;NA
2014-10-13 23:00:00;2014-10-14 10:21:00;681;18.5;19.3;17.8;2014-10-13 23:01:00;2014-10-14 07:23:00;502;16.6;23.8;16;2014-10-13 23:00:00;2014-10-14 07:26:00;506;18.7;23.9;19;2014-10-13 23:01:00;2014-10-14 07:26:00;505;16.4;24;18.5;2014-10-13 23:13:00;2014-10-14 07:00:00;467;20.1;25.2;17;2014-10-13 23:30:00;2014-10-14 07:00:00;450;19.6;25.3;19.9;2014-10-13 23:01:00;2014-10-14 06:57:00;476;19.3;31.3;21.1;NA;NA;NA;NA;NA;NA
2014-10-15 17:43:00;2014-10-15 20:24:00;161;1.3;6;3.9;2014-10-15 17:43:00;2014-10-15 20:24:00;161;1.3;5.9;3.6;2014-10-15 17:49:00;2014-10-15 18:22:00;33;1.2;6;4.2;2014-10-15 17:49:00;2014-10-15 18:28:00;39;1.3;5.8;4.1;2014-10-15 17:50:00;2014-10-15 18:25:00;35;1.2;6;4.2;2014-10-15 17:48:00;2014-10-15 19:40:00;112;1.3;6.1;4.2;2014-10-15 17:44:00;2014-10-15 18:24:00;40;1.4;6.4;4.9;NA;NA;NA;NA;NA;NA
2014-10-16 03:42:00;2014-10-16 11:31:00;469;7;24.6;10.2;2014-10-16 03:42:00;2014-10-16 08:32:00;290;6.1;29.8;10.7;2014-10-16 05:27:00;2014-10-16 08:29:00;182;7;24.1;10.2;2014-10-16 06:01:00;2014-10-16 09:26:00;205;6.7;42.8;11.4;2014-10-16 04:42:00;2014-10-16 08:31:00;229;6.7;12.2;6.1;2014-10-16 05:38:00;2014-10-16 08:31:00;173;7.4;38.4;11.3;2014-10-16 05:33:00;2014-10-16 08:34:00;181;7.9;50.9;13.8;NA;NA;NA;NA;NA;NA
2014-10-16 17:03:00;2014-10-16 19:31:00;148;2.1;35.6;12.6;2014-10-16 17:07:00;2014-10-16 17:17:00;10;0.3;5.9;1.8;2014-10-16 17:04:00;2014-10-16 17:13:00;9;2.4;83.6;14.5;2014-10-16 17:06:00;2014-10-16 17:14:00;8;2.9;76;17.5;2014-10-16 17:04:00;2014-10-16 17:13:00;9;1.7;44.5;10;2014-10-16 17:04:00;2014-10-16 17:14:00;10;2.4;85.5;14.3;2014-10-16 17:06:00;2014-10-16 17:14:00;8;3;77.6;18;NA;NA;NA;NA;NA;NA
2014-10-17 06:29:00;2014-10-17 13:01:00;392;2.9;4;1.4;2014-10-17 06:29:00;2014-10-17 10:49:00;260;2.9;5.9;1.8;2014-10-17 06:31:00;2014-10-17 10:48:00;257;2.9;6;1.8;2014-10-17 06:34:00;2014-10-17 10:41:00;247;2.6;5.8;1.7;2014-10-17 06:38:00;2014-10-17 10:50:00;252;3;5.9;1.8;2014-10-17 06:34:00;2014-10-17 10:46:00;252;3.1;6.1;1.8;2014-10-17 06:37:00;2014-10-17 10:52:00;255;3.1;6.4;1.9;NA;NA;NA;NA;NA;NA
2014-10-21 22:00:00;2014-10-22 02:51:00;291;6.3;13.1;8.1;2014-10-21 22:00:00;2014-10-22 00:55:00;175;7.5;29.7;10.1;2014-10-21 22:05:00;2014-10-22 00:50:00;165;5.8;12;8.4;2014-10-21 22:01:00;2014-10-22 01:25:00;204;6;17.8;7.6;2014-10-21 22:05:00;2014-10-22 01:09:00;184;5.8;12.5;7.9;2014-10-21 22:05:00;2014-10-22 00:51:00;166;5.8;12.4;7.9;2014-10-21 22:07:00;2014-10-22 00:59:00;172;6.6;18.6;8.5;NA;NA;NA;NA;NA;NA
2014-10-22 10:47:00;2014-10-23 08:31:00;1304;11.9;6;3.9;2014-10-22 11:02:00;2014-10-23 05:44:00;1122;11.3;5.9;4.2;2014-10-22 10:51:00;2014-10-23 05:37:00;1126;12.3;6;4.8;2014-10-22 11:14:00;2014-10-23 05:37:00;1103;10.1;5.8;3.5;2014-10-22 10:52:00;2014-10-23 05:38:00;1126;12.8;6;3.6;2014-10-22 10:47:00;2014-10-23 07:41:00;1254;12.9;6.1;4.2;2014-10-22 11:14:00;2014-10-23 05:36:00;1102;11.8;6.4;3.7;NA;NA;NA;NA;NA;NA
2015-01-02 09:20:00;2015-01-02 15:01:00;341;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-03 23:59:00;2015-01-04 02:23:00;144;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-05 02:36:00;2015-01-05 18:01:00;925;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-08 18:59:00;2015-01-09 02:01:00;422;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-10 00:11:00;2015-01-10 09:01:00;530;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-22 20:26:00;2015-01-23 07:01:00;635;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-01-27 04:59:00;2015-01-28 04:01:00;1382;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-03-01 10:49:00;2015-03-01 16:01:00;312;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-03-26 18:49:00;2015-03-27 09:21:00;872;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-03-29 15:35:00;2015-03-29 21:01:00;326;0;-Inf;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
